RegionName,RentToSaleRatio
11968,0.01981689974628396
88203,0.01978021978021978
11932,0.019424460431654675
08402,0.01936989090944264
48228,0.017815252871812404
48238,0.01750960463848089
76301,0.017385257301808066
63102,0.016884860691507218
39204,0.01685811160610231
61603,0.016751002197089273
53206,0.016630819156713432
36110,0.016536458333333334
76302,0.016145833333333335
31206,0.01614578027552354
43609,0.01595244727147354
46407,0.015833333333333335
11954,0.015661145908593223
71108,0.015622295511431164
01608,0.01553043089703358
48227,0.015434308339824298
45402,0.014716223067872906
24541,0.014514514514514515
45417,0.014255581279384387
44707,0.014156796390298928
21223,0.01414470882330748
35073,0.013905882352941176
40210,0.013884147183772122
40212,0.01386290200357567
48141,0.013780758176807573
38106,0.013752988421578039
74126,0.013617021276595745
63137,0.013601820377792086
44112,0.013560383957557678
77801,0.013540329398475326
48219,0.013443062616101129
74110,0.013334943085282032
14611,0.013181824458376467
60466,0.013022875446769775
44128,0.012998197195551831
63136,0.012941288719219256
53205,0.012938460446575279
45406,0.012898699581881114
44105,0.012896199236673303
44110,0.012860111182244293
35224,0.0126
35020,0.012548004778810152
35208,0.012515524303207173
43607,0.012512643406834813
18508,0.01249519890260631
19013,0.012362253127855044
36107,0.012189903870502353
31705,0.012172607509181851
48224,0.011986038044717016
15132,0.01195084485407066
60471,0.0119136
29501,0.011830798479087452
48602,0.011790123456790123
50703,0.011655303571115314
13905,0.011609605982421703
19133,0.011537122235002445
46016,0.011535799487826386
13126,0.011508852963818322
47807,0.01149377783088427
44314,0.011477339611536198
21217,0.011464103106967157
62703,0.011444704973471696
38108,0.0113918937753648
45405,0.011301873536958898
18101,0.011238157326054512
60419,0.011236878152841417
38109,0.011208311025967213
60621,0.011196060264718186
60411,0.011151939310048035
44306,0.01109375
35064,0.011055555555555556
36605,0.011027343187040855
45403,0.010985342248010293
40211,0.010982277468986256
70802,0.010926649377883587
77074,0.010892094705819075
74119,0.010837065778774276
16504,0.010810810810810811
48235,0.010796146455070132
19132,0.010767469682363931
38127,0.01075615435717373
44115,0.01066097464205825
44705,0.010642482946726692
81611,0.010631739295472595
46616,0.01060070671378092
61104,0.010576923076923078
44137,0.01055885413493482
63121,0.010558026264289365
44123,0.010555870589096876
10601,0.010550994082529982
19602,0.01054433681058449
30303,0.010500874449632937
48174,0.010486631016042781
38118,0.010459464998341021
48089,0.010457897871941556
08028,0.010441692527754266
46613,0.01042243270457567
13204,0.010420215089516177
21213,0.010390657620033883
39212,0.010390635871085095
74106,0.01032113821138211
73129,0.010315355775989628
06510,0.010228442526332057
21205,0.010161286138561688
14619,0.010156701556311066
60301,0.01013514003954688
64128,0.010086357322233556
35217,0.010076470204218915
36104,0.010040701629807611
31707,0.010038754153707823
44119,0.01002935076612756
48223,0.010005366510769288
44703,0.009989842736010203
63134,0.009917662608194551
16323,0.009913882371933995
77840,0.009881364481086168
47713,0.0098769983088326
08201,0.009860935389319335
48021,0.009826358338000581
48209,0.009824094846854403
45044,0.009822925242744042
27105,0.009765728476821191
61604,0.009710760096832393
44132,0.009709527845666841
35211,0.00968083328258167
33313,0.009618809484131624
17104,0.009607371794871795
19142,0.009596418149212721
48240,0.00957546195777549
76528,0.009565217391304347
60440,0.009552309677311981
19140,0.009543623284144568
48214,0.0095244962216407
63135,0.009514473862446884
68111,0.009506923076923078
48091,0.009501444219384259
48125,0.009496791650916471
44311,0.009441912179149968
60443,0.009424896432967341
33484,0.009408465187799928
14301,0.009407181414158876
48341,0.009379885356956748
44305,0.009373126145094038
61108,0.00936536818781511
06518,0.009365271037900665
49006,0.009351717495559993
33716,0.00927302259443766
60827,0.009268392687477041
47302,0.00925
38107,0.00924808429118774
14613,0.00924303382219881
38114,0.009240080244226725
49442,0.009239286970791237
72204,0.009232217662110284
64130,0.009222808568233723
44052,0.009199950473241281
30363,0.009195402298850575
19131,0.009194517086990216
74115,0.009191704615603098
39759,0.00918518249932146
44125,0.009183449996627286
32254,0.009144767515740483
61801,0.009129434661203435
08080,0.009127060763059242
44121,0.00912684365107894
73119,0.009101704138517365
77099,0.009096381421437856
48915,0.00909090909090909
19801,0.009075283859414193
33128,0.009045807134279505
08051,0.00904215189467037
34135,0.009031523075906243
44320,0.009013136814728682
30288,0.00900515685024184
33016,0.008990626254161084
61032,0.008960086885691013
23607,0.008957789574614721
48207,0.008954375781335126
60636,0.008951224514210048
19604,0.008923185397807346
63034,0.008920212765957447
44102,0.008882168389457034
43612,0.008876121296892771
38128,0.008873398947487654
15210,0.008854088837875088
48910,0.00883388103185933
08755,0.008824742268041237
33445,0.008820155516625091
33434,0.008815696427032779
08618,0.008815299791646554
48225,0.008807814181459029
32209,0.008804823247316696
15120,0.008787892888860983
63114,0.008785541888129645
13203,0.008760747679290092
60073,0.008750351444862437
64106,0.008737845956429176
63042,0.00873375956658786
61701,0.008729810927891435
